Fri, Apr 22, 2022
2:30:10 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
Fri, Apr 22, 2022
2:36:27 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
157.2300000	-2871.0000000	0.0003569	0.0003672	0.0003545	0.0003189	-0.0003550	-0.0003646	-0.0003524	-0.0003173	0.2104689	0.2502431	-0.2108913	-0.2608429	-0.2109484	-0.2535683	0.2084191	0.2632996
158.9450000	3070.0000000	0.0003493	0.0003591	0.0003474	0.0003120	-0.0003473	-0.0003573	-0.0003448	-0.0003108	0.2085388	0.2625604	0.2863568	0.1863237	-0.2083763	-0.2667595	-0.2891229	-0.1847634
160.2950000	122.8000031	0.0004146	0.0004268	0.0004127	0.0003702	-0.0004122	-0.0004240	-0.0004097	-0.0003684	0.2111671	0.2575914	0.0423566	-0.0316334	-0.2113512	-0.2613325	-0.0449298	0.0335484
161.7050000	-2871.0000000	0.0003390	0.0003488	0.0003369	0.0003030	-0.0003374	-0.0003465	-0.0003350	-0.0003016	0.2108144	0.2509508	-0.2005963	-0.2517414	-0.2113436	-0.2544438	0.1981958	0.2544626
163.3050000	3070.0000000	0.0003330	0.0003423	0.0003312	0.0002974	-0.0003311	-0.0003407	-0.0003288	-0.0002964	0.2089492	0.2628097	0.2770825	0.1777087	-0.2087921	-0.2671579	-0.2800689	-0.1762252
164.5500000	122.7699966	0.0003926	0.0004041	0.0003909	0.0003506	-0.0003904	-0.0004015	-0.0003880	-0.0003488	0.2113369	0.2578645	0.0423214	-0.0319572	-0.2115594	-0.2617528	-0.0449456	0.0339190
165.8650000	-2870.0000000	0.0003242	0.0003336	0.0003222	0.0002897	-0.0003227	-0.0003314	-0.0003204	-0.0002884	0.2110718	0.2515110	-0.1920208	-0.2441536	-0.2116496	-0.2551592	0.1895892	0.2469884
167.4450000	3069.0000000	0.0003185	0.0003274	0.0003168	0.0002844	-0.0003167	-0.0003258	-0.0003145	-0.0002834	0.2093066	0.2630110	0.2688141	0.1700464	-0.2091519	-0.2675279	-0.2719286	-0.1684685
168.7250000	122.6900024	0.0003722	0.0003830	0.0003705	0.0003323	-0.0003702	-0.0003807	-0.0003679	-0.0003307	0.2114948	0.2581118	0.0422769	-0.0322276	-0.2117337	-0.2621607	-0.0449842	0.0343165
170.0350000	-2870.0000000	0.0003099	0.0003188	0.0003080	0.0002769	-0.0003084	-0.0003167	-0.0003062	-0.0002756	0.2113177	0.2520382	-0.1836869	-0.2367594	-0.2119426	-0.2558657	0.1811965	0.2398026
171.6700000	3069.0000000	0.0003040	0.0003124	0.0003024	0.0002714	-0.0003024	-0.0003110	-0.0003002	-0.0002705	0.2096542	0.2632084	0.2605357	0.1623968	-0.2094669	-0.2678956	-0.2638259	-0.1607784
172.9600000	122.8499985	0.0003523	0.0003626	0.0003508	0.0003146	-0.0003505	-0.0003604	-0.0003483	-0.0003131	0.2116533	0.2583571	0.0422458	-0.0324887	-0.2118933	-0.2625699	-0.0450230	0.0346966
174.2200000	-2871.0000000	0.0002958	0.0003043	0.0002940	0.0002642	-0.0002944	-0.0003023	-0.0002923	-0.0002630	0.2115450	0.2525317	-0.1754826	-0.2294589	-0.2121988	-0.2565483	0.1729400	0.2327366
175.7900000	3069.0000000	0.0002905	0.0002985	0.0002889	0.0002593	-0.0002889	-0.0002972	-0.0002868	-0.0002584	0.2099775	0.2633766	0.2527517	0.1552189	-0.2097391	-0.2682630	-0.2562211	-0.1535352
